id,label,timeset,py,so,modularity_class,clustering,triangles,degree
1171,"Group polarization and computer-mediated communication: Effects of communication cues, social presence, and anonymity",,2002,INFORMATION SYSTEMS RESEARCH,25,0.6296296296296297,238,28
1172,Research report: Better theory through measurement - Developing a scale to capture consensus on appropriation,,2002,INFORMATION SYSTEMS RESEARCH,16,0.7095238095238096,149,21
1173,Research report: Increasing returns to information technology,,2002,INFORMATION SYSTEMS RESEARCH,14,0.3484848484848485,23,12
1174,Toward virtual community knowledge evolution,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.36363636363636365,20,11
1175,Performance-centered design of knowledge-intensive processes,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.5277777777777778,19,9
1176,An examination of the impact of stimuli type and GSS structure on creativity: Brainstorming versus non-brainstorming techniques in a GSS environment,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.5384615384615384,42,13
1177,Contents matching defined by prototypes: Methodology verification with books of the bible,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.8571428571428571,18,7
1178,Operational knowledge representation for practical decision-making,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,29,0.3333333333333333,1,3
1179,Asynchronous collaboration around multimedia applied to on-demand education,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.6060606060606061,40,12
1180,Training for crisis decision-making: Psychological issues and computer-based solutions,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.7727272727272727,51,12
1181,Becoming a virtual professor: Pedagogical roles and asynchronous learning networks,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.6666666666666666,10,6
1182,Examining a model of information technology acceptance by individual professionals: An exploratory study,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.9111111111111111,41,10
1183,Information systems as a reference discipline,,2002,MIS QUARTERLY,24,0.6282051282051282,49,13
1184,Beyond sabre: An empirical test of expertise exploitation in electronic channels,,2002,MIS QUARTERLY,4,0.5,5,5
1185,The repertory grid technique: A method for the study of cognition in information systems,,2002,MIS QUARTERLY,21,0.0,0,3
1186,Research commentary: Transformational issues in researching IS and net-enabled organizations,,2001,INFORMATION SYSTEMS RESEARCH,24,0.0,0,2
1187,"Membership size, communication activity, and sustainability: A resource-based model of online social structures",,2001,INFORMATION SYSTEMS RESEARCH,30,0.3333333333333333,1,3
1188,Collaborative decision making: A connectionist paradigm for dialectical support,,2001,INFORMATION SYSTEMS RESEARCH,25,0.0,0,1
1189,Should optional properties be used in conceptual modelling? A theory and three empirical tests,,2001,INFORMATION SYSTEMS RESEARCH,17,0.37777777777777777,17,10
1190,Beyond EDI: Impact of continuous replenishment program (CRP) between a manufacturer and its retailers,,2001,INFORMATION SYSTEMS RESEARCH,13,1.0,36,9
1191,Leadership effectiveness in global virtual teams,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.7142857142857143,65,14
1192,A contingency approach to software project coordination,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.47619047619047616,10,7
1193,Relationships between job skills and performance: A study of webmasters,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.6583333333333333,79,16
1194,Determinants of user acceptance of digital libraries: An empirical examination of individual differences and system characteristics,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.3333333333333333,1,3
1195,Critical factors for assimilation of object-oriented programming languages,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.8333333333333334,5,4
1196,Dynamic work distribution in workflow management systems: How to balance quality and performance,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.7222222222222222,26,9
1197,An approach to distribution of object-oriented applications in loosely coupled networks,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.4,4,5
1198,Investigating the moderators of the group support systems use with meta-analysis,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.6322751322751323,239,28
1199,The effects of decision guidance and problem modeling on group decision-making,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.6861538461538461,223,26
1200,Web-based virtual learning environments: A research framework and a preliminary assessment of effectiveness in basic IT skills training,,2001,MIS QUARTERLY,32,0.4327485380116959,74,19
1201,The role of aggregation in the measurement of IT-related organizational innovation,,2001,MIS QUARTERLY,8,0.45454545454545453,30,12
1202,Revolution or evolution? A comparison of object-oriented and structured systems development methods,,2001,MIS QUARTERLY,17,0.17582417582417584,16,14
1203,Research commentary: Introducing a third dimension in information systems design the case for incentive alignment,,2001,INFORMATION SYSTEMS RESEARCH,29,0.13333333333333333,2,6
1204,Combining IS research methods: Towards a pluralist methodology,,2001,INFORMATION SYSTEMS RESEARCH,24,0.32051282051282054,25,13
1205,Business planning for network services: A systems thinking approach,,2001,INFORMATION SYSTEMS RESEARCH,18,0.23809523809523808,5,7
1206,On heterogeneous database retrieval: A cognitively guided approach,,2001,INFORMATION SYSTEMS RESEARCH,17,0.6483516483516484,59,14
1207,Research report: Empirical test of an EDI adoption model,,2001,INFORMATION SYSTEMS RESEARCH,13,0.8181818181818182,45,11
1208,"Research report: Modifying paradigms - Individual differences, creativity techniques, and exposure to ideas in group idea generation",,2001,INFORMATION SYSTEMS RESEARCH,23,0.5757575757575758,38,12
1209,"The impact of technology investments on a firm's production efficiency, product quality, and productivity",,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.34502923976608185,59,19
1210,"Should we wait? Network externalities, compatibility, and electronic billing adoption",,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.43636363636363634,24,11
1211,Achieving the optimal balance between investment in quality and investment in self-promotion for information products,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.4444444444444444,20,10
1212,Information goods and vertical differentiation,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.24175824175824176,22,14
1213,Forward versus spot buying of information goods,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.38461538461538464,30,13
1214,"Retail bank services strategy: A model of traditional, electronic, and mixed distribution choices",,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.4,4,5
1215,New buyers' arrival under dynamic pricing market microstructure: The case of group-buying discounts on the Internet,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.5333333333333333,24,10
1216,Keeping mum as the project goes under: Toward an explanatory model,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.6491228070175439,111,19
1217,A method for generation of alternatives by decision support systems,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,29,0.6909090909090909,38,11
1218,Work outcomes and job design for contract versus permanent information systems professionals on software development teams,,2001,MIS QUARTERLY,10,1.0,55,11
1219,Understanding information systems continuance: An expectation-confirmation model,,2001,MIS QUARTERLY,21,0.4152046783625731,71,19
1220,"Media and group cohesion: Relative influences on social presence, task participation, and group consensus",,2001,MIS QUARTERLY,25,0.5197044334975369,211,29
1221,"Research commentary: Desperately seeking the ""IT"" in IT research - A call to theorizing the IT artifact",,2001,INFORMATION SYSTEMS RESEARCH,24,0.47435897435897434,37,13
1222,The impact of e-commerce announcements on the market value of firms,,2001,INFORMATION SYSTEMS RESEARCH,14,0.5,5,5
1223,Technology requirements and work group communication for telecommuters,,2001,INFORMATION SYSTEMS RESEARCH,4,0.3333333333333333,2,1
1224,An evaluation of self-organizing map networks as a robust alternative to factor analysis in data mining applications,,2001,INFORMATION SYSTEMS RESEARCH,21,0.6428571428571429,18,8
1225,The effects of time pressure on quality in software development: An agency model,,2001,INFORMATION SYSTEMS RESEARCH,18,0.7,7,5
1226,Research report: Richness versus parsimony in modeling technology adoption decisions-understanding merchant adoption of a smart card-based payment system,,2001,INFORMATION SYSTEMS RESEARCH,21,0.40441176470588236,55,17
1227,General perspectives on knowledge management: Fostering a research agenda,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.6893939393939394,364,33
1228,Organizational knowledge management: A contingency perspective,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7815384615384615,254,26
1229,Toward a theory of knowledge reuse: Types of knowledge reuse situations and factors in reuse success,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.5073170731707317,416,41
1230,Using mentoring and storytelling to transfer knowledge in the workplace,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7655172413793103,333,30
1231,Situated learning and the situated knowledge web: Exploring the ground beneath knowledge management,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.6559714795008913,368,34
1232,Exploring perceptions of organizational ownership of information and expertise,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.5357142857142857,15,8
1233,Knowledge management: An organizational capabilities perspective,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7548387096774194,351,31
1234,Knowledge management strategies: Toward a taxonomy,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7962962962962963,301,28
1235,Technology and institutions: What can research on information technology and research on organizations learn from each other?,,2001,MIS QUARTERLY,30,0.23157894736842105,44,20
1236,Understanding fit and appropriation effects in group support systems via meta-analysis,,2001,MIS QUARTERLY,25,0.9264705882352942,126,17
1237,Interpersonal conflict and its management in information system development,,2001,MIS QUARTERLY,19,0.9,9,5
1238,Radical innovation without collocation: A case study at Boeing-Rocketdyne,,2001,MIS QUARTERLY,19,0.6571428571428571,69,15
1239,Review: A cognitive-affective model of organizational communication for designing IT,,2001,MIS QUARTERLY,4,0.5151515151515151,34,12
1240,"Alignment between business and IS strategies: A study of prospectors, analyzers, and defenders",,2001,INFORMATION SYSTEMS RESEARCH,30,0.5,14,8
1241,A foundation for flexible automated electronic communication,,2001,INFORMATION SYSTEMS RESEARCH,4,0.8571428571428571,24,8
1242,Cognitive support for real-time dynamic decision making,,2001,INFORMATION SYSTEMS RESEARCH,29,0.40441176470588236,55,17
1243,A conceptual model and algebra for on-line analytical processing in decision support databases,,2001,INFORMATION SYSTEMS RESEARCH,17,0.5514705882352942,75,17
1244,Research report: A reexamination of IT investment and the market value of the firm - An event study methodology,,2001,INFORMATION SYSTEMS RESEARCH,14,0.4725274725274725,43,14
1245,Identifying software project risks: An international Delphi study,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.46153846153846156,36,13
1246,An integrative contingency model of software project risk management,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.5052631578947369,96,20
1247,Telecommunications and economic activity: An analysis of Granger causality,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,1.0,3,3
1248,A choice model for the selection of computer vendors and its empirical estimation,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.3333333333333333,2,4
1249,Impact of information technology management practices on customer service,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.19444444444444445,7,9
1250,Information technology competence of business managers: A definition and research model,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7094017094017094,249,27
1251,"Rapid information technology change, coping mechanisms, and the emerging technologies group",,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.3888888888888889,14,9
1252,An empirical analysis of data requirements for financial forecasting with neural networks,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.5,18,9
1253,An empirical investigation of user requirements elicitation: Comparing the effectiveness of prompting techniques,,2001,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.8,12,6
1254,Validation in information systems research: A state-of-the-art assessment,,2001,MIS QUARTERLY,16,0.5177865612648221,131,23
1255,An empirical investigation of the factors affecting data warehousing success,,2001,MIS QUARTERLY,9,0.3161764705882353,43,17
1256,Examining the shareholder wealth effects of announcements of newly created CIO positions,,2001,MIS QUARTERLY,8,0.5238095238095238,11,7
1257,A longitudinal investigation of personal computers in homes: Adoption determinants and emerging challenges,,2001,MIS QUARTERLY,21,0.4065934065934066,37,14
1258,Review: Knowledge management and knowledge management systems: Conceptual foundations and research issues,,2001,MIS QUARTERLY,2,0.6895161290322581,342,32
1259,Research commentary: An agenda for information technology research in heterogeneous and distributed environments,,2000,INFORMATION SYSTEMS RESEARCH,32,0.16666666666666666,6,9
1260,"Determinants of perceived ease of use: Integrating control, intrinsic motivation, and emotion into the technology acceptance model",,2000,INFORMATION SYSTEMS RESEARCH,21,0.5073529411764706,69,17
1261,Memory-based feedback controls to support groupware coordination,,2000,INFORMATION SYSTEMS RESEARCH,22,0.0,0,0
1262,Providing decisional guidance for multicriteria decision making in groups,,2000,INFORMATION SYSTEMS RESEARCH,25,0.5454545454545454,138,23
1263,Research report: The role of behavioral modeling in computer skills acquisition - Toward refinement of the model,,2000,INFORMATION SYSTEMS RESEARCH,32,0.6,72,16
1264,Research report: The evolving relationship between general and specific computer self-efficacy - An empirical assessment,,2000,INFORMATION SYSTEMS RESEARCH,32,0.48366013071895425,74,18
1265,Leveraging tacit organizational knowledge,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.7102272727272727,375,33
1266,An experiment to assess the performance of a redesign knowledge system,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.8,36,10
1267,Workflow-centric information distribution through e-mail,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.5833333333333334,21,9
1268,Conversation map: An interface for very large-scale conversations,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.47619047619047616,50,1
1269,Stimulating thinking: Cultivating better decisions with groupware through categorization,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.766798418972332,194,23
1270,Group support systems: A descriptive evaluation of case and field studies,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.6274509803921569,96,18
1271,The propagation of technology management taxonomies for evaluating investments in information systems,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.19117647058823528,26,17
1272,A dynamic framework for classifying information systems development methodologies and approaches,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.41911764705882354,57,17
1273,Data warehousing supports corporate strategy at First American Corporation,,2000,MIS QUARTERLY,20,0.13333333333333333,6,10
1274,Technology adaptation: The case of a computer-supported inter-organizational virtual team,,2000,MIS QUARTERLY,19,0.5904761904761905,62,15
1275,"Is a map more than a picture? The role of SDSS technology, subject characteristics, and problem complexity on map reading and problem solving",,2000,MIS QUARTERLY,29,0.35714285714285715,10,8
1276,Why software projects escalate: An empirical analysis and test of four theoretical models,,2000,MIS QUARTERLY,9,0.6274509803921569,96,18
1277,Time flies when you're having fun: Cognitive absorption and beliefs about information technology usage,,2000,MIS QUARTERLY,21,0.4152046783625731,71,19
1278,The moderating effects of structure on volatility and complexity in software enhancement,,2000,INFORMATION SYSTEMS RESEARCH,18,0.42857142857142855,12,8
1279,The performance impacts of quick response and strategic alignment in specialty retailing,,2000,INFORMATION SYSTEMS RESEARCH,14,0.0,0,2
1280,Knowledge base decomposition to facilitate verification,,2000,INFORMATION SYSTEMS RESEARCH,2,0.5,3,4
1281,How do we understand a system with (so) many diagrams? Cognitive integration processes in diagrammatic reasoning,,2000,INFORMATION SYSTEMS RESEARCH,17,0.8,8,5
1282,Research report: Disruptive technologies - Explaining entry in next generation information technology markets,,2000,INFORMATION SYSTEMS RESEARCH,14,0.3333333333333333,7,7
1283,Research report: Modeling the incidence of postrelease errors in software,,2000,INFORMATION SYSTEMS RESEARCH,23,0.7555555555555555,34,10
1284,Adoption of Internet-based product customization and pricing strategies,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.4888888888888889,22,10
1285,Managing the costs of informational privacy: Pure bundling as a strategy in the individual health insurance market,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,1.0,1,2
1286,Limits to value in electronic commerce-related IT investments,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.3516483516483517,32,14
1287,Facilitating interorganizational learning with information technology,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.25,9,9
1288,Institutional bridging: How conceptions of IT-enabled change shape the planning process,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.3333333333333333,51,18
1289,The use of explanations in knowledge-based systems: Cognitive perspectives and a process-tracing analysis,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.6428571428571429,18,8
1290,An empirical investigation of the effects of group support systems (GSS) and task type on group interactions from an influence perspective,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.7662337662337663,177,22
1291,The effects of MIS steering committees on information technology management sophistication,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.2857142857142857,8,8
1292,"The supply and demand of information systems doctorates: Past, present, and future",,2000,MIS QUARTERLY,24,1.0,1,1
1293,Quality management in systems development: An organizational system perspective,,2000,MIS QUARTERLY,18,0.2857142857142857,6,7
1294,De-escalating information technology projects: Lessons from the denver international airport,,2000,MIS QUARTERLY,9,0.5108225108225108,118,22
1295,The effect of multimedia on perceived equivocality and perceived usefulness of information systems,,2000,MIS QUARTERLY,29,0.36363636363636365,20,11
1296,Understanding software operations support expertise: A revealed causal mapping approach,,2000,MIS QUARTERLY,18,0.4222222222222222,19,10
1297,Understanding GDSS in symbolic context: Shifting the focus from technology to interaction,,2000,MIS QUARTERLY,25,0.6545454545454545,36,11
1298,Research commentary: The organizing logic for an enterprise's IT activities in the digital era - A prognosis of practice and a call for research,,2000,INFORMATION SYSTEMS RESEARCH,30,0.4,6,6
1299,The role of multimedia in changing first impression bias,,2000,INFORMATION SYSTEMS RESEARCH,25,1.0,21,7
1300,Mean-risk trade-offs in inductive expert systems,,2000,INFORMATION SYSTEMS RESEARCH,31,0.4642857142857143,13,8
1301,The production of information services: A firm-level analysis of information systems budgets,,2000,INFORMATION SYSTEMS RESEARCH,14,0.4166666666666667,15,9
1302,Integrating user preferences and real-time workload in information services,,2000,INFORMATION SYSTEMS RESEARCH,17,0.5228758169934641,80,18
1303,Innovation and control in standards architectures: The rise and fall of Japan's PC-98,,2000,INFORMATION SYSTEMS RESEARCH,13,0.9111111111111111,41,10
1304,Extracting consumers' private information for implementing incentive-compatible Internet traffic pricing,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.2967032967032967,27,14
1305,Trading volumes with and without private information: A study using computerized market experiments,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.75,27,9
1306,Private markets for public goods: Pricing strategies of online database vendors,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.0,0,2
1307,Software editions: An application of segmentation theory to the packaged software market,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.5272727272727272,29,11
1308,Software preannouncements and their impact on customers' perceptions and vendor reputation,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.5238095238095238,11,7
1309,Distributing multimedia content to balance quality of service and cost,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.4,4,5
1310,Measuring the flexibility of information technology infrastructure: Exploratory analysis of a construct,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.5,14,8
1311,Integration in electronic exchange environments,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,1.0,36,9
1312,Business process reengineering in the public sector: The case of the housing development board in Singapore,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.6060606060606061,40,12
1313,Justifying electronic banking network expansion using real options analysis,,2000,MIS QUARTERLY,14,0.7857142857142857,22,8
1314,Options analysis of software platform decisions: A case study,,2000,MIS QUARTERLY,14,1.0,21,7
1315,Information technology development creativity: A case study of attempted radical change,,2000,MIS QUARTERLY,23,0.48717948717948717,38,13
1316,System life expectancy and the maintenance effort: Exploring their equilibration,,2000,MIS QUARTERLY,24,0.3333333333333333,1,3
1317,A cross-cultural study on escalation of commitment behavior in software projects,,2000,MIS QUARTERLY,9,0.5636363636363636,31,11
1318,Aligning the IT human resource with business vision: The leadership initiative at 3M,,2000,MIS QUARTERLY,17,0.13333333333333333,2,6
1319,Modifications of uncertain data: A Bayesian framework for belief revision,,2000,INFORMATION SYSTEMS RESEARCH,17,0.8909090909090909,49,11
1320,A formal approach to workflow analysis,,2000,INFORMATION SYSTEMS RESEARCH,23,0.5606060606060606,37,12
1321,Assessing user competence: Conceptualization and measurement,,2000,INFORMATION SYSTEMS RESEARCH,16,0.20952380952380953,22,15
1322,"Opening the ""black box"" of network externalities in network adoption",,2000,INFORMATION SYSTEMS RESEARCH,21,0.5277777777777778,19,9
1323,Productivity of information systems in the healthcare industry,,2000,INFORMATION SYSTEMS RESEARCH,14,1.0,1,2
1324,Using repertory grids to conduct cross-cultural information systems research,,2000,INFORMATION SYSTEMS RESEARCH,10,0.47619047619047616,10,7
1325,Considering social subsystem costs and benefits in information technology investment decisions: A view from the field on anticipated payoffs,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.39285714285714285,11,8
1326,Information technology payoff in the health-care industry: A longitudinal study,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.5757575757575758,38,12
1327,A framework for assessing the relationship between information technology investments and firm performance,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.26666666666666666,56,21
1328,Information technology value through different normative lenses,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6666666666666666,2,3
1329,Discovering potential and realizing value from information technology investments,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.4393939393939394,29,12
1330,Executives' perceptions of the business value of information technology: A process-oriented approach,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.2727272727272727,15,11
1331,Relating benefits from using IS to an organization's operating characteristics: Interpreting results from two countries,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.0,0,3
1332,Strategic payoff from EDI as a function of EDI embeddedness,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,0.8888888888888888,40,10
1333,IT value: The great divide between qualitative and quantitative and individual and organizational measures,,2000,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.8,12,6
1334,A confessional account of an ethnography about knowledge work,,2000,MIS QUARTERLY,2,0.6772486772486772,256,28
1335,Understanding computer-mediated discussions: Positivist and interpretive analyses of group support system use,,2000,MIS QUARTERLY,25,0.8157894736842105,155,20
1336,Factors that influence the social dimension of alignment between business and information technology objectives,,2000,MIS QUARTERLY,30,0.5714285714285714,16,8
1337,"Why don't men ever stop to ask for directions? Gender, social influence, and their role in technology acceptance and usage behavior",,2000,MIS QUARTERLY,21,0.5555555555555556,85,18
1338,One road to turnover: An examination of work exhaustion in technology professionals,,2000,MIS QUARTERLY,10,0.5514705882352942,75,17
1339,A resource-based perspective on information technology capability and firm performance: An empirical investigation,,2000,MIS QUARTERLY,14,0.46153846153846156,36,13
1340,Information and communication: Alternative uses of the Internet in households,,1999,INFORMATION SYSTEMS RESEARCH,20,0.7051282051282052,55,13
1341,Information technology assimilation in firms: The influence of senior leadership and IT infrastructures,,1999,INFORMATION SYSTEMS RESEARCH,8,0.35714285714285715,10,8
1342,Designing workflow coordination: Centralized versus market-based mechanisms,,1999,INFORMATION SYSTEMS RESEARCH,23,0.26666666666666666,12,10
1343,Dimensionality of the strategic grid framework: The construct and its measurement,,1999,INFORMATION SYSTEMS RESEARCH,16,0.3827956989247312,178,31
1344,"Evaluating the impact of DSS, cognitive effort, and incentives on strategy selection",,1999,INFORMATION SYSTEMS RESEARCH,29,0.8222222222222222,37,10
1345,Research note. The illusion of electronic brainstorming productivity: Theoretical and empirical issues,,1999,INFORMATION SYSTEMS RESEARCH,25,0.673202614379085,103,18
1346,Evidential reasoning for WebTrust assurance services,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.0,0,1
1347,"Testing the interactivity model: Communication processes, partner assessments, and the quality of collaborative work",,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.7619047619047619,16,7
1348,Verifying the proximity and size hypothesis for self-organizing maps,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.2727272727272727,15,11
1349,Linguini: Language identification for multilingual documents,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.5833333333333334,21,9
1350,Data is more than knowledge: Implications of the reversed knowledge hierarchy for knowledge management and organizational memory,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.5040650406504065,434,42
1351,Total quality management in information systems development: Key constructs and relationships,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.2727272727272727,18,12
1352,Information overload: Addressing the productivity paradox in face-to-face electronic meetings,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.5652173913043478,156,24
1353,Exploring mediation between environmental and structural attributes: The penetration of communication technologies in manufacturing organizations,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.2878787878787879,19,12
1354,Supervisor support and career anchor impact on the career satisfaction of the entry-level information systems professional,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.7912087912087912,72,14
1355,"Six myths of information and markets: Information technology networks, electronic commerce, and the battle for consumer surplus",,1999,MIS QUARTERLY,13,0.30833333333333335,37,16
1356,Explanations from intelligent systems: Theoretical foundations and implications for practice,,1999,MIS QUARTERLY,3,0.8095238095238095,17,7
1357,The impact of goals on software project management: An experimental investigation,,1999,MIS QUARTERLY,9,0.8636363636363636,57,12
1358,How much bandwidth is enough? A longitudinal examination of media characteristics and group outcomes,,1999,MIS QUARTERLY,4,0.5303030303030303,35,12
1359,Learning dysfunctions in information systems development: Overcoming the social defenses with transitional objects,,1999,MIS QUARTERLY,9,0.42857142857142855,9,7
1360,Assessing the health of an information systems applications portfolio: An example from process manufacturing,,1999,MIS QUARTERLY,26,0.7575757575757576,50,0
1361,Profiles of strategic information systems planning,,1999,INFORMATION SYSTEMS RESEARCH,30,0.4696969696969697,31,12
1362,Morality and computers: Attitudes and differences in moral judgments,,1999,INFORMATION SYSTEMS RESEARCH,12,0.43636363636363634,24,11
1363,The illusory diffusion of innovation: An examination of assimilation gaps,,1999,INFORMATION SYSTEMS RESEARCH,8,0.2857142857142857,6,7
1364,Research report. Learning from goal-directed error recovery strategy,,1999,INFORMATION SYSTEMS RESEARCH,23,0.9285714285714286,26,8
1365,Rosenbluth International: Strategic transformation of a successful enterprise,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.0,0,3
1366,Next-generation trading in futures markets: A comparison of open outcry and order matching systems,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.7777777777777778,28,9
1367,Information systems for optimal transaction implementation,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.5818181818181818,32,11
1368,"Adoption and utilization of commercial software packages: Exploring utilization equilibria, transitions, triggers, and tracks",,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.35714285714285715,10,8
1369,Examining the technology acceptance model using physician acceptance of telemedicine technology,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.7692307692307693,70,14
1370,Toward a contingency model for selecting an information system prototyping strategy,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.35714285714285715,10,8
1371,Alignment is not enough: Integrating business and information technology management with the balanced business scorecard,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.3787878787878788,25,12
1372,Applying code inspection to spreadsheet testing,,1999,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,1.0,21,7
