id,label,DE,PY,SO,TC
902,The effect of communication frequency and channel richness on the convergence between chief executive and chief information officers,CEO/CIO communication; channel richness; communication frequency; managerial communication; media richness; strategic grid,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,43
903,Types of information technology capabilities and their role in competitive advantage: An empirical study,competitive advantage; competitive capabilities; dynamic capabilities; firm performance; IT business experience; IT capabilities; IT infrastructure; organizational learning; relationship infrastructure,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,211
904,Information technology as an enabler of growth in firms: An empirical assessment,business value of IT; firm growth; free cash flow; Tobin's q,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25
905,The information systems identity crisis: Focusing on high-visibility and high-impact research,IS identity crisis; transformational impact of IT; macro studies of IT,2005,MIS QUARTERLY,93
906,Model of adoption of technology in households: A baseline model test and extension incorporating household life cycle,adoption; technology adoption; household; personal computers,2005,MIS QUARTERLY,135
907,Moving beyond intentions and toward the theory of trying: Effects of work environment and gender on post-adoption information technology use,theory of trying; trying to innovate; with information technology; infusion of information technology; information technology innovation; IT use; intentions; technology acceptance model; adoption; stress; overload; autonomy; gender,2005,MIS QUARTERLY,160
908,A multilevel model of resistance to information technology implementation,user resistance; information technology; implementation; information system implementation; longitudinal perspective; multilevel approach; resistance behaviors; semantic analysis; case study,2005,MIS QUARTERLY,267
909,Understanding user responses to information technology: A coping model of user adaptation,coping theory; user adaptation; IT appropriation; individual performance,2005,MIS QUARTERLY,140
910,A comprehensive conceptualization of post-adoptive behaviors associated with information technology enabled work systems,IT adoption; IT use; post-adoptive behavior; IT value,2005,MIS QUARTERLY,345
911,What happens after ERP implementation: Understanding the impact of interdependence and differentiation on plant-level outcomes,organizational information processing theory; enterprise systems; ERP; data integration; interdependence; differentiation; manufacturing planning and control,2005,MIS QUARTERLY,182
912,Collaborating on multiparty information systems development projects: A collective reflection-in-action view,system design and implementation; outsourcing; management of IS projects; critical perspectives on IT; interpretive research; ethnographic research,2005,INFORMATION SYSTEMS RESEARCH,82
913,Lying on the Web: Implications for expert systems redesign,sequential information gathering; expert systems; input distortion; noise handling,2005,INFORMATION SYSTEMS RESEARCH,9
914,"Is out of sight, out of mind? An empirical study of social loafing in technology-supported groups",computer-supported group work; distributed group decision making; group size; social loafing; integrative complexity; collaborative technologies; virtual teams; group performance,2005,INFORMATION SYSTEMS RESEARCH,67
915,Toward comprehensive real-time bidder support in iterative combinatorial auctions,iterative combinatorial auctions; real-time bidder support; bid evaluation metrics; computational techniques for combinatorial auctions,2005,INFORMATION SYSTEMS RESEARCH,30
916,The economic incentives for sharing security information,security technology investment; information sharing; security breaches; externality benefit; social welfare; spillover effect,2005,INFORMATION SYSTEMS RESEARCH,72
917,Reputation mechanism design in Online trading environments with pure moral hazard,reputation mechanisms; moral hazard; online auctions; eBay,2005,INFORMATION SYSTEMS RESEARCH,85
918,Expertise integration and creativity in information systems development,absorptive capacity; creativity; expertise integration; information systems development; information systems innovation; integration; knowledge integration; knowledge management; knowledge transfer; software development,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,152
919,Complexity of information systems development projects: Conceptualization and measurement development,complexity; conceptual framework; confirmatory factor analysis; information systems development project; scale development; scale validation,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,68
920,Measuring the performance of information systems: A functional scorecard,functional scorecard; information systems performance measurement; instrument development; structural equation modeling,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,49
921,A multidimensional commitment model of volitional systems adoption and usage behavior,affective processes; cognitive processes; information systems; acceptance and use; multidimensional commitment model; personal norms; psychological attachment; social influence theory; social norms; systems implementation; user commitment; volitional usage behavior,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,67
922,Does information technology training really matter? A social information processing analysis of coworkers' influence on IT usage in the Workplace,community of practice; end-user computing; information systems usage; situated learning; social influence; social information processing; survey research/design; user training,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,53
923,"Financial performance, CEO compensation, and large-scale information technology Outsourcing decisions",CEO compensation; incentive compensation; information systems outsourcing; information technology outsourcing; stock options,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31
924,The relationship of E-commerce competence to customer value and firm performance: An empirical investigation,competitive advantage; customer value; electronic commerce; electronic commerce competence; financial measures; organizational performance,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,36
925,Information processing view of organizations: An exploratory examination of fit in the context of interorganizational relationships,B2B; cluster analysis; information processing capability; information processing needs; information processing theory; interorganizational systems; strategic fit; supply chain,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,115
926,A game-theoretic model of E-marketplace participation growth,business-to-business e-commerce; e-marketplace; game theory; network effect,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7
927,Effects of relational factors and channel climate on EDI usage in the customer-supplier relationship,buyer-seller relationships; electronic data interchange; information technology use; interorganizational relations and cooperation; interorganizational systems,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,57
928,"Examining the role of ""Free"" product-augmenting Online services in pricing and customer retention strategies",consumer loyalty; customer retention; knapsack problem; online pricing; online services; product augmentation; switching behavior,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17
929,A sender-receiver framework for knowledge transfer,knowledge transfer; knowledge management; incomplete information; asymmetric information; sender-receiver game,2005,MIS QUARTERLY,66
930,Effective use of knowledge management systems: A process model of content ratings and credibility indicators,knowledge management systems; knowledge usage; decision making; content ratings; credibility indicators,2005,MIS QUARTERLY,80
931,"Knowledge acquisition via three learning processes in enterprise information portals: Learning-by-investment, learning-by-doing, and learning-from-others",knowledge management; enterprise information portals; learning; activity theory,2005,MIS QUARTERLY,38
932,Assessing value in organizational knowledge creation: Considerations for knowledge workers,knowledge management; knowledge creation; organizational dynamics; task characteristics; organizational theory; economic theory; simulation,2005,MIS QUARTERLY,51
933,"Information technology relatedness, knowledge management capability, and performance of multibusiness firms",IT relatedness; knowledge management capability; complementarity; corporate performance; multibusiness firms; diversification; coordination; synergy,2005,MIS QUARTERLY,211
934,The emergence of boundary spanning competence in practice. implications for implementation and use of information systems,boundary spanning; boundary objects; boundary spanners; boundaries; practice theory; Bourdieu; knowledge management; organizational learning; IS implementation; IS use; client-consultant relationship; intranet; roles,2005,MIS QUARTERLY,251
935,Running in packs to develop knowledge-intensive technologies,knowledge management; competence; infrastructure,2005,MIS QUARTERLY,29
936,Perceived individual collaboration know-how development through information technology-enabled contextualization: Evidence from distributed teams,knowledge management; collaboration; virtual teams; distributed teams; knowledge sharing; group support systems,2005,INFORMATION SYSTEMS RESEARCH,79
937,The value of intrusion detection systems in information technology security architecture,economics of IT security; intrusion detection systems (IDSs); ROC curves; security configuration; IT security management,2005,INFORMATION SYSTEMS RESEARCH,63
938,Competition among sellers in online exchanges,online exchanges; reverse auctions; pricing power; mixed-strategy equilibria,2005,INFORMATION SYSTEMS RESEARCH,24
939,Post-adoption variations in usage and value of e-business by organizations: Cross-country evidence from the retail industry,technology diffusion; innovation; e-business; IT investment; usage; value; back-end integration; firm performance; resource-based view; international perspective,2005,INFORMATION SYSTEMS RESEARCH,322
940,A theoretical integration of user satisfaction and technology acceptance,user satisfaction; technology acceptance model; information systems success; theory of reasoned action; system quality; information quality,2005,INFORMATION SYSTEMS RESEARCH,531
941,Assessing the Digital Rosetta Stone model for long-term access to digital documents,access to digital documents; digital storage; permanence of stored information; technological obsolescence,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
942,Genetic programming-based discovery of ranking functions for effective Web search,business intelligence; genetic programming; information retrieval; machine learning; ranking function; search engine; text mining; Web mining,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,37
943,A visual framework for knowledge discovery on the Web: An empirical study of business intelligence exploration,business intelligence; genetic algorithm; knowledge map; multidimensional scaling; visualization; Web browsing; Web community,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,61
944,Data mining with combined use of optimization techniques and self-organizing maps for improving risk grouping rules: Application to prostate cancer patients,classification; data mining; optimization; prostate cancer; risk grouping,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11
945,"Design, implementation, and evaluation of trust-supporting components in virtual communities for patients",access rights; anonymity; health care; online community; perceived competence; perceived goodwill; quality-assured content; transparency criteria; trust; virtual community,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,69
946,Negotiation in technology landscapes: An actor-issue analysis,actor-issue analysis; collective decision-making; forecasting; negotiation; scenario planning; visualization,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7
947,Choice of transaction channels: The effects of product characteristics on market evolution,electronic commerce; electronic markets; evolutionarily stable equilibrium; evolutionary game theory; market evolution; product characteristics; stochastically stable equilibrium; transaction channel; trusted third party,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10
948,Antecedents of information and system quality: An empirical examination within the context of data warehousing,business intelligence software; data warehousing; information quality; information systems success; system quality,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,170
949,Effect of information systems resources and capabilities on firm performance: A resource-based perspective,competitive advantage; core competencies; information technology and strategy; resource-based theory,2005,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,223
950,Vicious and virtuous circles in the management of knowledge: The case of Infosys Technologies,knowledge management; increasing returns; systems dynamics; vicious circles,2005,MIS QUARTERLY,96
951,Why should I share? Examining social capital and knowledge contribution in electronic networks of practice,electronic networks of practice; knowledge management; online communities; social capital,2005,MIS QUARTERLY,1028
952,Antecedents of knowledge transfer from consultants to clients in enterprise system implementations,knowledge transfer; enterprise systems; ERP; implementation; consultants; structural equation modeling; partial least squares,2005,MIS QUARTERLY,320
953,"Behavioral intention formation in knowledge sharing: Examining the roles of extrinsic motivators, social-psychological forces, and organizational climate",knowledge sharing; theory of reasoned action; extrinsic motivators; social-psychological forces; organizational climate,2005,MIS QUARTERLY,890
954,Contributing knowledge to electronic knowledge repositories: An empirical investigation,knowledge management; electronic knowledge repositories; knowledge contribution; social exchange; social capital,2005,MIS QUARTERLY,643
955,Absorptive capacity configurations in supply chains: Gearing for partner-enabled market knowledge creation,knowledge management; supply chain; absorptive capacity; interorganizational information systems; configuration approaches; rich information; process modularity,2005,MIS QUARTERLY,247
956,Toward an integration of agent- and activity-centric approaches in organizational process modeling: Incorporating incentive mechanisms,organizational processes; activity-centric modeling; agent-centric modeling; simulation; incentive mechanisms; workflow; information structure,2004,INFORMATION SYSTEMS RESEARCH,11
957,"Internet users' information privacy concerns (IUIPC): Tthe construct, the scale, and a causal model",information privacy; concerns for information privacy; Internet users' information privacy concerns; structural equation modeling; nomological network; causal model,2004,INFORMATION SYSTEMS RESEARCH,339
958,IT outsourcing success: A psychological contract perspective,IT outsourcing success; postcontractual issues; contracts; psychological contracting theory; outsourcing relationship management; mixed methods approach; hierarchical regression,2004,INFORMATION SYSTEMS RESEARCH,146
959,Deploying common systems globally: The dynamics of control,organizational control; IS project management; information systems development; common information systems,2004,INFORMATION SYSTEMS RESEARCH,117
960,A decision model for software maintenance,software maintenance; system replacement; stochastic model; legacy systems,2004,INFORMATION SYSTEMS RESEARCH,5
961,Coordinating for flexibility in e-business supply chains,coordination theory; information technology infrastructure; interorganizational systems; supply chain flexibility,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,85
962,Determinants of sourcing during technology growth and maturity: An empirical study of e-commerce sourcing,asset life cycle; content analysis; e-commerce projects; e-commerce sourcing; governance forms; project strategic intent; project task complexity; sourcing determinants; sourcing modes; technology growth phase,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21
963,Health of electronic communities: An evolutionary game approach,dynamic process; electronic community; evolutionary game theory; trust in e-commerce; trust status,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,5
964,Virtual product experience: Effects of visual and functional control of products on perceived diagnosticity and flow in electronic shopping,B2C e-commerce; direct manipulation; e-commerce; e-tailing; flow; multimedia; perceived diagnosticity; virtual control; virtual product experience,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,66
965,The effects of information format and shopping task on consumers' online shopping behavior: A cognitive fit perspective,B2C e-commerce; cognitive fit theory; competition for attention theory; e-commerce; e-tailing; information format; interface design; online shopping; scanpath theory; shopping task,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,62
966,An empirical investigation of collaborative conflict management style in group support system-based global virtual teams,collaborative conflict management; collectivism; group support systems; individualism; perceived decision quality; perceived participation in decision-making; satisfaction with decision process; team diversity; virtual team,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22
967,The effects of information technology project complexity on group interaction,group interaction; group process; project complexity; project management; technical projects,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
968,Evaluating and tuning predictive data mining models using receiver operating characteristic curves,binary classification; credit evaluation; data mining; decision analysis; misclassification costs; performance evaluation and tuning; predictive models; ROC curves,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
969,CABSYDD: Case-based system for database design,automated database design; case-based reasoning; conceptual database design; database design,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,1
970,Reach and grasp,information systems; identity; legitimacy; theoretic core; discipline; disciplinary; academic politics,2004,MIS QUARTERLY,24
971,Innovating mindfully with information technology,Information technology innovation; organizing vision; organizational mindfulness; bandwagon phenomena; organizational mindlessness,2004,MIS QUARTERLY,186
972,An empirical investigation of net-enabled business value,business value of IT; net-enabled business transformation; digitization; resource-based view; online informational capability; business process alignment,2004,MIS QUARTERLY,261
973,The role of individual memory and attention processes during electronic brainstorming,ideation; brainstorming; memory; cognitive load; EMS; GSS,2004,MIS QUARTERLY,20
974,Bridging user organizations: Knowledge brokering and the work of information technology professionals,boundary spanning; organizational; communication; organizational learning; IS skill requirements; IT professionals; knowledge broker; internal knowledge transfer,2004,MIS QUARTERLY,135
975,Business competence of information technology professionals: Conceptual development and influence on it-business partnerships,business competence; business; knowledge; IT professionals; measurement,2004,MIS QUARTERLY,127
976,User acceptance of hedonic information systems,user acceptance; technology acceptance model; hedonic information systems; perceived enjoyment; perceived ease of use; perceived usefulness,2004,MIS QUARTERLY,582
977,DSS effectiveness in marketing resource allocation decisions: Reality vs. perception,DSS; marketing models; decision quality; decision process; resource allocation,2004,INFORMATION SYSTEMS RESEARCH,34
978,Hope or hype: On the viability of escrow services as trusted third parties in online auction environments,escrow service; trusted third party; online auction; fraud; dynamic game; numerical study; optimum pricing,2004,INFORMATION SYSTEMS RESEARCH,59
979,Toward contextualized theories of trust: The role of trust in global virtual teams,global virtual teams; trust; trust development; strength of situational structure; moderation effects; longitudinal study; team communication,2004,INFORMATION SYSTEMS RESEARCH,189
980,An economic model of product quality and IT value,economic value; IT value; IT investments; consumer welfare; productivity; quality; economic modeling,2004,INFORMATION SYSTEMS RESEARCH,20
981,Managing digital piracy: Pricing and protection,piracy; digital piracy; piracy deterrence; copyright; digital rights management; DRM; nonlinear pricing; price discrimination; screening; intellectual property; enforcement,2004,INFORMATION SYSTEMS RESEARCH,56
982,A framework for assessing the business value of information technology infrastructures,asset valuation; business value; economic analysis; IT infrastructure,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,54
983,Prioritizing a portfolio of information technology investment projects,business value; information technology; investment evaluation; net present value; portfolio optimization; real options analysis; sequential investment,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,67
984,Understanding the business value of information technology investments: Theoretical evidence from alternative market and cost structures,business value; consumer welfare; economic analysis; information technology investments; information technology value; productivity,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20
985,Poaching and the misappropriation of information: Transaction risks of information exchange, ,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,38
986,Information exploitation and interorganizational systems ownership,economic theory; financial risk management; incomplete contracts; information sharing; information systems; interorganizational systems; ownership; value-at-risk,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25
987,The market structure for Internet search engines,e-commerce; market structure; product differentiation; residual demand; search engines,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,28
988,A multichannel model of separating equilibrium in the face of the digital divide,digital divide; electronic commerce; market segmentation; multichannel marketing; pricing strategy,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15
989,Web portals: Evidence and analysis of media concentration,advertisement policy; electronic commerce; media concentration; page views; portals; value index; World Wide Web,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10
990,"Computing as utility: Managing availability, commitment, and pricing through contingent bid auctions",computing marketplace; electronic auctions; grid computing; on-demand computing; utility computing,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,26
991,Networks of action: Sustainable health information systems across developing countries, ,2004,MIS QUARTERLY,90
992,Informating the clan: Controlling physicians' costs and outcomes,action research; informating; clan; control and IT implementation; IT-based performance monitoring; agency theory; concertive control; health care information systems,2004,MIS QUARTERLY,71
993,Managing risk in software process improvement: An action research approach,risk management; software process improvement; action research; collaborative practice research,2004,MIS QUARTERLY,69
994,Design principles for competence management systems: A synthesis of an action research study,canonical action research; competence management systems; core competence; design principles; HR management; prototypes; skill-based approach,2004,MIS QUARTERLY,78
995,Small business growth and internal transparency: The role of information systems,business growth; IT investment; small business; internal transparency; process models,2004,MIS QUARTERLY,51
996,Dialogical action research at omega corporation,action research; qualitative research; research methods; case studies; phenomenology,2004,MIS QUARTERLY,22
997,"IT Outsourcing strategies: Universalistic, contingency, and configurational explanations of success",IT outsourcing; outsourcing success; fit; congruence; strategy; knowledge sharing; arm's-length; embeddedness; partnership,2004,INFORMATION SYSTEMS RESEARCH,146
998,Real options and IT platform adoption: Implications for theory and practice,real options; IT investments; IT platforms; IT adoption; IT innovation,2004,INFORMATION SYSTEMS RESEARCH,130
999,An empirical analysis of network externalities in peer-to-peer music-sharing networks,peer-to-peer networks; Napster; network externalites; empirical; incentives; size limitation; efficiency; network design,2004,INFORMATION SYSTEMS RESEARCH,70
1000,Impact of environmental uncertainty and task characteristics on user satisfaction with data,environmental uncertainty; task characteristics; task technology fit; user satisfaction,2004,INFORMATION SYSTEMS RESEARCH,46
1001,Information overload and the message dynamics of online interaction spaces: A theoretical model and empirical exploration,human-computer interaction; computer-mediated communication; computer supported cooperative work; virtual community; information overload; interaction coping strategies; message dynamics; online group discourse,2004,INFORMATION SYSTEMS RESEARCH,164
1002,Information technology payoff in e-business environments: An international perspective on value creation of e-business in the financial services industry,business value; cross-country comparison; electronic business; electronic commerce; financial services industry; firm performance; information technology investment; technology diffusion; technology-organization-environment framework,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,178
1003,Reexamining the value relevance of e-commerce initiatives,business value; e-commerce announcements; electronic commerce; event study; market value,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22
1004,Measuring firm performance at the network level: A nomology of the business impact of digital supply networks,business networks; e-business; e-commerce; firm performance; supply chains; supply networks,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,56
1005,Understanding determinants of online consumer satisfaction: A decision process perspective,B2C e-commerce; business-to-consumer commerce; consumer decision-making; e-commerce; online selling channel,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,36
1006,Proprietary and open systems adoption in e-procurement: A risk-augmented transaction cost perspective,e-procurement; information system economics; information technology adoption; information technology infrastructure; open platforms; proprietary platforms; supply chain management; transaction costs; uncertainty handling,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,45
1007,The complementarity of information technology infrastructure and e-commerce capability: A resource-based assessment of their business value,electronic commerce; firm performance; information technology business value; resource-based theory; resource complementarity,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,205
1008,Stopping behavior of systems analysts during information requirements elicitation,cognitive stopping rules; information gathering; knowledge elicitation; requirements determination; systems analysis,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,26
1009,The meaning and measurement of user satisfaction: A multigroup invariance analysis of the end-user computing satisfaction instrument,confirmatory factor analysis; end-user computing satisfaction; factorial invariance; instrument validation; research methods; user satisfaction,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,48
1010,What makes an ERP implementation relationship worthwhile: Linking trust mechanisms and ERP usefulness,enterprise resource planning; ERP; ERP implementation; technology acceptance model; trust; trust antecedents,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,104
1011,"Operationalizing the essential role of the information technology artifact in information systems research: Gray area, pitfalls, and the importance of strategic ambiguity",IS discipline; IT artifact; gray area; strategic ambiguity,2004,MIS QUARTERLY,16
1012,GIST: A model for design and management of content and interactivity of customer-centric Web sites,Web site analysis and design; customer segmentation; personalization,2004,MIS QUARTERLY,51
1013,A field study of the effect of interpersonal trust on virtual collaborative relationship performance,interpersonal trust; collaboration; virtual teams; telemedicine,2004,MIS QUARTERLY,104
1014,Understanding changes in belief and attitude toward information technology usage: A theoretical model and longitudinal test,information systems; usage; acceptance; attitude; belief; perceived usefulness; expectation disconfirmation theory,2004,MIS QUARTERLY,358
1015,"The effect of relationship encoding, task type, and complexity on information representation: An empirical evaluation of 2D and 3D line graphs",computer graphics; 3-D graphics; human information processing; information presentation; information retrieval; information characteristics; information processing,2004,MIS QUARTERLY,21
1016,Review: Information technology and organizational performance: An integrative model of IT business value,business value; competitive advantage; cost reduction; country characteristics; economic impacts; efficiency; industry characteristics; information technology; IT business value; IT payoff; macro environment; performance; productivity; resource-based view; trading partners; value,2004,MIS QUARTERLY,678
1017,A fault threshold policy to manage software development projects,software project management; quality-driven integration policy; incremental development; team coordination,2004,INFORMATION SYSTEMS RESEARCH,10
1018,Economics of an information intermediary with aggregation benefits,infomediary; two-sided markets; online marketplace; product differentiation; network externalities; information goods versioning,2004,INFORMATION SYSTEMS RESEARCH,54
1019,Building effective online marketplaces with institution-based trust,institution-based trust; online auction marketplaces; institutional structures; feedback mechanisms; escrows; third-party guarantees; reputation systems,2004,INFORMATION SYSTEMS RESEARCH,491
1020,Does animation attract online users' attention? The effects of flash on information search performance and perceptions,flash animation; attention; online information search; visual search; central capacity theory; associative network model; laboratory experiment; website interface design,2004,INFORMATION SYSTEMS RESEARCH,73
1021,A practice perspective on technology-mediated network relations: The use of Internet-based self-serve technologies,arm's length relationships; electronic brokering; embedded relationships; service strategies; social capital; work practices,2004,INFORMATION SYSTEMS RESEARCH,121
1022,Integrating collaborative processes and quality assurance techniques: Experiences from requirements negotiation,collaboration engineering; group support systems; quality assurance techniques; requirements negotiation,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19
1023,Foundation for the study of computer-supported collaborative learning requiring immersive presence,computer-supported collaborative learning requiring immersive presence (CSCLIP); distance learning (DL); immersive presence (IP); psychomotor learning objectives; situated learning,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13
1024,A unified model of requirements elicitation,requirements analysis; requirements elicitation; systems analysis,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,74
1025,Collaborative business engineering: A decade of lessons from the field,action research; business process reengineering; collaborative business engineering; group support systems; groupware; participative design; simulation,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24
1026,"Interpersonal traits, complementarity, and trust in virtual collaboration",collaboration; computer-mediated collaboration; interpersonal traits; technology acceptance; telemedicine; trust; virtual collaboration; virtual teams; virtual trust,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,60
1027,A comparison of classification methods for predicting deception in computer-mediated communication,classification methods; deception; deception detection; linguistic cues,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,59
1028,Causal relationships in creative problem solving: Comparing facilitation interventions for ideation,brainstorming; cognitive models; creativity; facilitation; group problem solving; group support systems; idea generation; ideation; thinkLets,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,63
1029,Supporting collaboration in heterogeneous environments,collaboration; heterogeneity; information systems; middleware; mobile devices,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3
1030,Beta versus VHS and the acceptance of electronic brainstorming technology,electronic brainstorming; group support systems; technology acceptance model (TAM); technology adoption; brainstorming; idea generation; nominal group technique,2004,MIS QUARTERLY,31
1031,User heterogeneity and its impact on electronic auction market design: An empirical exploration,electronic markets; online auctions; bidding strategies; user behavior taxonomy; smart agents; valuation discovery; calibration; simulation,2004,MIS QUARTERLY,120
1032,How do suppliers benefit from information technology use in supply chain relationships?,buyer-supplier relationships; interorganizational systems (IOS); EDI; supply chain management systems (SCMS); transaction cost economics; intangible asset specificity; IT use; exploration; exploitation,2004,MIS QUARTERLY,353
1033,Design science in Information Systems research,Information Systems research methodologies; design science; design artifact; business environment; technology infrastructure; search strategies; experimental methods; creativity,2004,MIS QUARTERLY,1853
1034,"Review: The resource-based view and information systems research: Review, extension, and suggestions for future research",resource-based view; organizational impacts of IS; information systems resources; competitive advantage; IS strategic planning; information resource management,2004,MIS QUARTERLY,549
1035,The influence of business managers' IT competence on championing IT,IT competence; IT knowledge; IT experience; championing IT; measuring IT competence,2003,INFORMATION SYSTEMS RESEARCH,109
1036,Synthesis and decomposition of processes in organizations,process integration; distributed processes; metagraphs; graph theory; synthesis and decomposition,2003,INFORMATION SYSTEMS RESEARCH,32
1037,A research note regarding the development of the consensus on appropriation scale,consensus on appropriation; scale development; framing; multidimensionality,2003,INFORMATION SYSTEMS RESEARCH,5
1038,Knowing-why about data processes and data quality,data processes; data quality; knowing-why; knowledge; knowledge modes; work roles,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,40
1039,The design and implementation of a corporate householding knowledge processor to improve data quality,context mediation; corporate household; corporate householding; database interoperability; data quality; enterprise knowledge management,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
1040,Time-related factors of data quality in multichannel information systems,data accuracy; data completeness; data currency; data quality; financial information systems,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19
1041,Crafting rules: Context-reflective data quality problem solving,context-reflective problem solving; data quality; data quality rules; information quality; problem solving; reflection-in-action; situated practice,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
1042,Information technology investments and firms' performance - A duopoly perspective,competitive strategies; duopoly; game theory; information technology impacts; information technology investments; information technology productivity paradox,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16
1043,The matrix of control: Combining process and structure approaches to managing software development,decentralization; organizational control; process performance; software development; software project management; standardization,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,56
1044,The role of system trust in business-to-consumer transactions,e-commerce; intention to purchase; reputation in e-commerce; system trust; trust in vendor,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,113
1045,An inductively derived model of leader-initiated relationship building with virtual team members,action learning; grounded theory; information technology in team building; leadership; relationship building; trust; virtual teams,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,50
1046,A longitudinal field study of training practices in a collaborative application environment,collaborative applications; end-user computing; end-user training,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19
1047,Dealing with plagiarism in the information systems research community: A look at factors that drive plagiarism and ways to address them,ethics; committees; community; plagiarism; information systems research,2003,MIS QUARTERLY,12
1048,The contingent effects of management support and task interdependence on successful information systems implementation,IS success; IS utilization; IS implementation; management support; task interdependence; meta-analysis; contingency models,2003,MIS QUARTERLY,134
1049,The disruptive nature of information technology innovations: The case of Internet computing in systems development organizations,Internet computing; innovation theory; disruptive IT innovation; IT innovation cores; system development; software management; IT applications,2003,MIS QUARTERLY,100
1050,"Rigor in information systems positivist case research: Current practices, trends, and recommendations",case study research; methodological rigor; positivism; research design,2003,MIS QUARTERLY,251
1051,The value relevance of announcements of transformational information technology investments,IT investment; event study; IT strategic role; stock market reaction,2003,MIS QUARTERLY,89
1052,Sources of influence on beliefs about information technology use: An empirical study of knowledge workers,technology adoption; technology beliefs; belief antecedents,2003,MIS QUARTERLY,251
