,id,TI
920,920,Social Media and Brand Purchase: Quantifying the Effects of Exposures to Earned and Owned Social Media Activities in a Two-Stage Decision Making Model
921,921,Role of Affect in Self-Disclosure on Social Network Websites: A Test of Two Competing Models
922,922,Design Theory for Market Surveillance Systems
923,923,Estimating the Contextual Risk of Data Breach: An Empirical Approach
924,924,The Impact of Firm Learning on Value Creation in Strategic Outsourcing Relationships
925,925,The Role of Dynamic Capabilities in Responding to Digital Disruption: A Factor-Based Study of the Newspaper Industry
926,926,Knowledge Integration in Outsourced Software Development: The Role of Sentry and Guard Processes
927,927,Exploitation and Exploration Networks in Open Source Software Development: An Artifact-Level Analysis
928,928,"Temporal Distance, Communication Patterns, and Task Performance in Teams"
929,929,"Lost in Cyberspace: The Impact of Information Scent and Time Constraints on Stress, Performance, and Attitudes Online"
930,930,Web Personalization Cues and Their Differential Effects on User Assessments of Website Value
931,931,Online Price Dispersion Revisited: How Do Transaction Prices Differ from Listing Prices?
932,932,Push or Pull? A Website's Strategic Choice of Content Delivery Mechanism
933,933,Employees' Exploration of Complex Systems: An Integrative View
934,934,Healthcare IT Adoption: An Analysis of Knowledge Transfer in Socioeconomic Networks
935,935,"Intermediation in a Sharing Economy: Insurance, Moral Hazard, and Rent Extraction"
936,936,Augmenting Conflict Resolution with Informational Response: A Holistic View of Governance Choice in Business Process Outsourcing
937,937,Autonomous Scientifically Controlled Screening Systems for Detecting Information Purposely Concealed by Individuals
938,938,Digital Natives or Digital Immigrants? The Impact of User Characteristics on Online Trust
939,939,Drivers of Quantity and Quality of Participation in Online Policy Deliberation Forums
940,940,"Classifying, Measuring, and Predicting Users' Overall Active Behavior on Social Networking Sites"
941,941,Delivery Consolidation and Service Competition Among Internet Service Providers
942,942,Understanding the Drivers of Unethical Programming Behavior: The Inappropriate Reuse of Internet-Accessible Code
943,943,Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play
944,944,INTERNET'S DIRTY SECRET: ASSESSING THE IMPACT OF ONLINE INTERMEDIARIES ON HIV TRANSMISSION
945,945,MULTIHOMING USERS' PREFERENCES FOR TWO-SIDED EXCHANGE NETWORKS
946,946,ONTOLOGY-BASED EVALUATION OF NATURAL DISASTER MANAGEMENT WEBSITES: A MULTISTAKEHOLDER PERSPECTIVE
947,947,AN ANALYSIS OF PRICING MODELS IN THE ELECTRONIC BOOK MARKET
948,948,STRATEGIC BEHAVIOR IN ONLINE REPUTATION SYSTEMS: EVIDENCE FROM REVOKING ON EBAY
949,949,INFORMATION DISCOVERY AND THE LONG TAIL OF MOTION PICTURE CONTENT
950,950,INFORMATION TECHNOLOGY AND ADMINISTRATIVE EFFICIENCY IN US STATE GOVERNMENTS: A STOCHASTIC FRONTIER APPROACH
951,951,PEER INFLUENCE IN THE DIFFUSION OF IPHONE 3G OVER A LARGE SOCIAL NETWORK
952,952,HARNESSING THE POWER OF SELF-ORGANIZATION IN AN ONLINE COMMUNITY DURING ORGANIZATIONAL CRISIS
953,953,LOOKING TOWARD THE FUTURE OF IT-BUSINESS STRATEGIC ALIGNMENT THROUGH THE PAST: A META-ANALYSIS
954,954,SYMBOLIC ACTION RESEARCH IN INFORMATION SYSTEMS: INTRODUCTION TO THE SPECIAL ISSUE
955,955,TAKE THEIR WORD FOR IT: THE SYMBOLIC ROLE OF LINGUISTIC STYLE MATCHES IN USER COMMUNITIES
956,956,BEYOND BEING THERE: THE SYMBOLIC ROLE OF COMMUNICATION AND IDENTIFICATION IN PERCEPTIONS OF PROXIMITY TO GEOGRAPHICALLY DISPERSED COLLEAGUES
957,957,KNOWLEDGE EXCHANGE AND SYMBOLIC ACTION IN SOCIAL MEDIA-ENABLED ELECTRONIC NETWORKS OF PRACTICE: A MULTILEVEL PERSPECTIVE ON KNOWLEDGE SEEKERS AND CONTRIBUTORS
958,958,The IQ of the Crowd: Understanding and Improving Information Quality in Structured User-Generated Content
959,959,Feeling Blue? Go Online: An Empirical Study of Social Support Among Patients
960,960,Effects of ICT Service Innovation and Complementary Strategies on Brand Equity and Customer Loyalty in a Consumer Technology Market
961,961,Optimal Management of Digital Content on Tiered Infrastructure Platforms
962,962,Lateral Coordination Mechanisms and the Moderating Role of Arrangement Characteristics in Information Systems Development Outsourcing
963,963,Partial Least Squares and Models with Formatively Specified Endogenous Constructs: A Cautionary Note
964,964,Conflating Antecedents and Formative Indicators: A Comment on Aguirre-Urreta and Marakas
965,965,A Rejoinder to Rigdon et al. (2014)
966,966,"Information, Technology, and the Changing Nature of Work"
967,967,"Social Media, Knowledge Sharing, and Innovation: Toward a Theory of Communication Visibility"
968,968,Patient Data as Medical Facts: Social Media Practices as a Foundation for Medical Knowledge Creation
969,969,Infrastructuring Work: Building a State-Wide Hospital Information Infrastructure in India
970,970,"Efficacy of R&D Work in Offshore Captive Centers: An Empirical Study of Task Characteristics, Coordination Mechanisms, and Performance"
971,971,Doing Business with Strangers: Reputation in Online Service Marketplaces
972,972,Physical and Electronic Wholesale Markets: An Empirical Analysis of Product Sorting and Market Function
973,973,Launching Successful E-Markets: A Broker-Level Order-Routing Analysis of Two Options Exchanges
974,974,The Impact of Buy-Now Features in Pay-per-Bid Auctions
975,975,Customized Bundling and Consumption Variety of Digital Information Goods
976,976,Determinants of Mobile Apps' Success: Evidence from the App Store Market
977,977,Gifting and Status in Virtual Worlds
978,978,"Digital Piracy, Teens, and the Source of Advice: An Experimental Study"
979,979,Collaborative Demand Forecasting: Toward the Design of an Exception-Based Forecasting Mechanism
980,980,Understanding Employee Responses to Stressful Information Security Requirements: A Coping Perspective
981,981,"Relational Contracts, Growth Options, and Heterogeneous Beliefs: A Game-Theoretic Perspective on Information Technology Outsourcing"
982,982,KNOW YOURSELF AND KNOW YOUR ENEMY: AN ANALYSIS OF FIRM RECOMMENDATIONS AND CONSUMER REVIEWS IN A COMPETITIVE ENVIRONMENT
983,983,DIFFERENTIAL EFFECTS OF PRIOR EXPERIENCE ON THE MALWARE RESOLUTION PROCESS
984,984,DIGRESSION AND VALUE CONCATENATION TO ENABLE PRIVACY-PRESERVING REGRESSION
985,985,AN ATTRACTION-SELECTION-ATTRITION THEORY OF ONLINE COMMUNITY SIZE AND RESILIENCE
986,986,EXPECTATION CONFIRMATION IN INFORMATION SYSTEMS RESEARCH: A TEST OF SIX COMPETING MODELS
987,987,ESTIMATING RETURNS TO TRAINING IN THE KNOWLEDGE ECONOMY: A FIRM-LEVEL ANALYSIS OF SMALL AND MEDIUM ENTERPRISES
988,988,CULTURAL DIFFERENCES AND GEOGRAPHY AS DETERMINANTS OF ONLINE PROSOCIAL LENDING
989,989,EMERGENCE OF POWER LAWS IN ONLINE COMMUNITIES: THE ROLE OF SOCIAL MECHANISMS AND PREFERENTIAL ATTACHMENT
990,990,DYNAMIC RECONFIGURATION IN PLANETARY EXPLORATION: A SOCIOMATERIAL ETHNOGRAPHY
991,991,TOWARD GENERALIZABLE SOCIOMATERIAL INQUIRY: A COMPUTATIONAL APPROACH FOR ZOOMING IN AND OUT OF SOCIOMATERIAL ROUTINES
992,992,ENTANGLEMENTS IN PRACTICE: PERFORMING ANONYMITY THROUGH SOCIAL MEDIA
993,993,A MATTER OF LIFE AND DEATH: EXPLORING CONCEPTUALIZATIONS OF SOCIOMATERIALITY IN THE CONTEXT OF CRITICAL CARE
994,994,A TRICHORDAL TEMPORAL APPROACH TO DIGITAL COORDINATION: THE SOCIOMATERIAL MANGLING OF THE CERN GRID
995,995,Using Income Accounting as the Theoretical Basis for Measuring IT Productivity
996,996,Distinction and Status Production on User-Generated Content Platforms: Using Bourdieu's Theory of Cultural Production to Understand Social Dynamics in Online Fields
997,997,Cloud Implications on Software Network Structure and Security Risks
998,998,"Online Gambling Behavior: The Impacts of Cumulative Outcomes, Recent Outcomes, and Prior Use"
999,999,The Central Role of Engagement in Online Communities
1000,1000,Latent Growth Modeling for Information Systems: Theoretical Extensions and Practical Applications
1001,1001,"The ""Most Popular News"" Recommender: Count Amplification and Manipulation Resistance"
1002,1002,An Empirical Analysis of the Impact of Pre-Release Movie Piracy on Box Office Revenue
1003,1003,The Allure of Homophily in Social Media: Evidence from Investor Responses on Virtual Communities
1004,1004,Industry-Specific Human Capital and Wages: Evidence from the Business Process Outsourcing Industry
1005,1005,Heuristic Theorizing: Proactively Generating Design Theories
1006,1006,Discriminant Analysis with Strategically Manipulated Data
1007,1007,Exploring How IT Professionals Experience Role Transitions at the End of Successful Projects
1008,1008,Talk Before It's Too Late: Reconsidering the Role of Conversation in Information Systems Project Management
1009,1009,Achieving IT Program Goals with Integrative Conflict Management
1010,1010,Creating Shared Understanding in Heterogeneous Work Groups: Why It Matters and How to Achieve It
1011,1011,The Impact of Social Network Structures on Prediction Market Accuracy in the Presence of Insider Information
1012,1012,A Rigidity Detection System for Automated Credibility Assessment
1013,1013,How Posture-Profile Misalignment in IT Innovation Diminishes Returns: Conceptual Development and Empirical Demonstration
1014,1014,How Social Capital Among Information Technology and Business Units Drives Operational Alignment and IT Business Value
1015,1015,User Roles and Contributions in Innovation-Contest Communities
1016,1016,Supporting Creative Problem Solving with a Case-Based Reasoning System
1017,1017,DIGITAL INNOVATION AS A FUNDAMENTAL AND POWERFUL CONCEPT IN THE INFORMATION SYSTEMS CURRICULUM
1018,1018,DATA COLLECTION IN THE DIGITAL AGE: INNOVATIVE ALTERNATIVES TO STUDENT SAMPLES
1019,1019,THE NATURE AND CONSEQUENCES OF TRADE-OFF TRANSPARENCY IN THE CONTEXT OF RECOMMENDATION AGENTS
1020,1020,"TRUST, SATISFACTION, AND ONLINE REPURCHASE INTENTION: THE MODERATING ROLE OF PERCEIVED EFFECTIVENESS OF E-COMMERCE INSTITUTIONAL MECHANISMS"
1021,1021,AN ECONOMIC ANALYSIS OF ONLINE ADVERTISING USING BEHAVIORAL TARGETING
1022,1022,PROACTIVE VERSUS REACTIVE SECURITY INVESTMENTS IN THE HEALTHCARE SECTOR
1023,1023,THE BUSINESS OF BEING A USER: THE ROLE OF THE REFERENCE ACTOR IN SHAPING PACKAGED ENTERPRISE SYSTEM ACQUISITION AND DEVELOPMENT
1024,1024,THE EFFECTS OF WEB PERSONALIZATION ON USER ATTITUDE AND BEHAVIOR: AN INTEGRATION OF THE ELABORATION LIKELIHOOD MODEL AND CONSUMER SEARCH THEORY
1025,1025,NATURE AND NURTURE: THE IMPACT OF AUTOMATICITY AND THE STRUCTURATION OF COMMUNICATION ON VIRTUAL TEAM BEHAVIOR AND PERFORMANCE
1026,1026,ANXIOUS OR ANGRY? EFFECTS OF DISCRETE EMOTIONS ON THE PERCEIVED HELPFULNESS OF ONLINE REVIEWS
1027,1027,REFRAMING SUCCESS AND FAILURE OF INFORMATION SYSTEMS: A PERFORMATIVE PERSPECTIVE
1028,1028,QUALITY COMPETITION AND MARKET SEGMENTATION IN THE SECURITY SOFTWARE MARKET
1029,1029,COORDINATING EXPERTISE ACROSS KNOWLEDGE BOUNDARIES IN OFFSHORE-OUTSOURCING PROJECTS: THE ROLE OF CODIFICATION
1030,1030,The Disciplines of Information: Lessons from the History of the Discipline of Medicine
1031,1031,Popularity Effect in User-Generated Content: Evidence from Online Product Reviews
1032,1032,A Machine Learning Approach to Improving Dynamic Decision Making
1033,1033,Prediction in Economic Networks
1034,1034,Selling vs. Profiling: Optimizing the Offer Set in Web-Based Personalization
1035,1035,Using Personal Communication Technologies for Commercial Communications: A Cross-Country Investigation of Email and SMS
1036,1036,"Product Fit Uncertainty in Online Markets: Nature, Effects, and Antecedents"
1037,1037,Consumer Informedness and Firm Information Strategy
1038,1038,Project Managers' Practical Intelligence and Project Performance in Software Offshore Outsourcing: A Field Study
1039,1039,Influence Techniques in Phishing Attacks: An Examination of Vulnerability and Resistance
1040,1040,How Semantics and Pragmatics Interact in Understanding Conceptual Models
1041,1041,The Influences of Online Service Technologies and Task Complexity on Efficiency and Personalization
1042,1042,"RELIABILITY GENERALIZATION OF PERCEIVED EASE OF USE, PERCEIVED USEFULNESS, AND BEHAVIORAL INTENTIONS"
1043,1043,COLLABORATION THROUGH OPEN SUPERPOSITION: A THEORY OF THE OPEN SOURCE WAY
1044,1044,ENTERPRISE SYSTEM IMPLEMENTATION AND EMPLOYEE JOB PERFORMANCE: UNDERSTANDING THE ROLE OF ADVICE NETWORKS
1045,1045,EXPLAINING DATA-DRIVEN DOCUMENT CLASSIFICATIONS
1046,1046,"SOCIAL MEDIA, TRADITIONAL MEDIA, AND MUSIC SALES"
1047,1047,CONTENT SHARING IN A SOCIAL BROADCASTING ENVIRONMENT: EVIDENCE FROM TWITTER
1048,1048,"CONTRIBUTION BEHAVIOR IN VIRTUAL COMMUNITIES: COGNITIVE, EMOTIONAL, AND SOCIAL INFLUENCES"
1049,1049,THEORIZATION AND TRANSLATION IN INFORMATION TECHNOLOGY INSTITUTIONALIZATION: EVIDENCE FROM DANISH HOME CARE
1050,1050,LEVERAGING PHILANTHROPIC BEHAVIOR FOR CUSTOMER SUPPORT: THE CASE OF USER SUPPORT FORUMS
1051,1051,SWIFT GUANXI IN ONLINE MARKETPLACES: THE ROLE OF COMPUTER-MEDIATED COMMUNICATION TECHNOLOGIES
1052,1052,COMPLEMENTARY ONLINE SERVICES IN COMPETITIVE MARKETS: MAINTAINING PROFITABILITY IN THE PRESENCE OF NETWORK EFFECTS
1053,1053,DISTRIBUTED COGNITION IN SOFTWARE DESIGN: AN EXPERIMENTAL INVESTIGATION OF THE ROLE OF DESIGN PATTERNS AND COLLABORATION
1054,1054,WHAT'S DIFFERENT ABOUT SOCIAL MEDIA NETWORKS? A FRAMEWORK AND RESEARCH AGENDA
1055,1055,INFORMATION TECHNOLOGY CAPABILITY AND FIRM PERFORMANCE: CONTRADICTORY FINDINGS AND THEIR POSSIBLE CAUSES
1056,1056,Neuroscience and a Nomological Network for the Understanding and Assessment of Emotions in Information Systems Research
1057,1057,Putting on the Thinking Cap: Using NeuroIS to Understand Information Processing Biases in Virtual Teams
1058,1058,Trusting Humans and Avatars: A Brain Imaging Study Based on Evolution Theory
1059,1059,Enhancing User-Game Engagement Through Software Gaming Elements
1060,1060,Informational and Normative Social Influence in Group-Buying: Evidence from Self-Reported and EEG Data
1061,1061,Explicit and Implicit Antecedents of Users' Behavioral Beliefs in Information Systems: A Neuropsychological Investigation
1062,1062,Guidelines for Neuroscience Studies in Information Systems Research
1063,1063,Effects of Social Networks on Prediction Markets: Examination in a Controlled Experiment
1064,1064,Forming Interoperability Through Interorganizational Systems Standards
1065,1065,Differential Effects of Keyword Selection in Search Engine Advertising on Direct and Indirect Sales
1066,1066,Information Technology-Enabled Business Models: A Conceptual Framework and a Coevolution Perspective for Future Research
1067,1067,Evaluation of Competing Candidate Solutions in Electronic Networks of Practice
1068,1068,How to Attract and Retain Readers in Enterprise Blogging?
1069,1069,Measuring Information Technology Spillovers
1070,1070,IT-Enabled Coordination for Ambidextrous Interorganizational Relationships
1071,1071,Online Product Reviews: Implications for Retailers and Competing Manufacturers
1072,1072,A Framework and Guidelines for Context-Specific Theorizing in Information Systems Research
1073,1073,Joint Product Improvement by Client and Customer Support Center: The Role of Gain-Share Contracts in Coordination
1074,1074,Platform Performance Investment in the Presence of Network Externalities
1075,1075,Economics of Free Under Perpetual Licensing: Implications for the Software Industry
1076,1076,Horizontal Allocation of Decision Rights for On-Premise Applications and Software-as-a-Service
1077,1077,The Governance and Control of Open Source Software Projects
1078,1078,A Process Model of Complementarity and Substitution of Contractual and Relational Governance in IS Outsourcing
1079,1079,Evolution of Governance: Achieving Ambidexterity in IT Outsourcing
1080,1080,The Information Artifact in IT Governance: Toward a Theory of Information Governance
1081,1081,Centralizing Data Management with Considerations of Uncertainty and Information-Based Flexibility
1082,1082,Effects of Different Types of Free Trials and Ratings in Sampling of Consumer Software: An Empirical Study
1083,1083,Integrating Biosignals into Information Systems: A NeuroIS Tool for Improving Emotion Regulation
1084,1084,Impact of Prior Reviews on the Subsequent Review Process in Reputation Systems
1085,1085,Comprehension and Assessment of Product Reviews: A Review-Product Congruity Proposition
1086,1086,EVALUATING JOURNAL QUALITY AND THE ASSOCIATION FOR INFORMATION SYSTEMS SENIOR SCHOLARS' JOURNAL BASKET VIA BIBLIOMETRIC MEASURES: DO EXPERT JOURNAL ASSESSMENTS ADD VALUE?
1087,1087,A LONGITUDINAL STUDY OF HERD BEHAVIOR IN THE ADOPTION AND CONTINUED USE OF TECHNOLOGY
1088,1088,IMPACT OF WIKIPEDIA ON MARKET INFORMATION ENVIRONMENT: EVIDENCE ON MANAGEMENT DISCLOSURE AND INVESTOR REACTION
1089,1089,TALKING ABOUT TECHNOLOGY: THE EMERGENCE OF A NEW ACTOR CATEGORY THROUGH NEW MEDIA
1090,1090,DIFFERENTIAL INFLUENCE OF BLOGS ACROSS DIFFERENT STAGES OF DECISION MAKING: THE CASE OF VENTURE CAPITALISTS
1091,1091,CHANGES IN EMPLOYEES' JOB CHARACTERISTICS DURING AN ENTERPRISE SYSTEM IMPLEMENTATION: A LATENT GROWTH MODELING PERSPECTIVE
1092,1092,ADDRESSING THE PERSONALIZATION-PRIVACY PARADOX: AN EMPIRICAL ASSESSMENT FROM A FIELD EXPERIMENT ON SMARTPHONE USERS
1093,1093,"AN INVESTIGATION OF INFORMATION SYSTEMS USE PATTERNS: TECHNOLOGICAL EVENTS AS TRIGGERS, THE EFFECT OF TIME, AND CONSEQUENCES FOR PERFORMANCE"
1094,1094,INSIDERS' PROTECTION OF ORGANIZATIONAL INFORMATION ASSETS: DEVELOPMENT OF A SYSTEMATICS-BASED TAXONOMY AND THEORY OF DIVERSITY FOR PROTECTION-MOTIVATED BEHAVIORS
1095,1095,CONTROL BALANCING IN INFORMATION SYSTEMS DEVELOPMENT OFFSHORING PROJECTS
1096,1096,MEDIA SELECTION AS A STRATEGIC COMPONENT OF COMMUNICATION
1097,1097,INFERRING APP DEMAND FROM PUBLICLY AVAILABLE DATA
1098,1098,SENSEMAKING AND SUSTAINABLE PRACTICING: FUNCTIONAL AFFORDANCES OF INFORMATION SYSTEMS IN GREEN TRANSFORMATIONS
1099,1099,ASSESSING THE EFFECTS OF BENEFITS AND INSTITUTIONAL INFLUENCES ON THE CONTINUED USE OF ENVIRONMENTALLY MUNIFICENT BYPASS SYSTEMS IN LONG-HAUL TRUCKING
1100,1100,MOTIVATING ENERGY-EFFICIENT BEHAVIOR WITH GREEN IS: AN INVESTIGATION OF GOAL SETTING AND THE ROLE OF DEFAULTS
1101,1101,Too Big to Fail: Large Samples and the p-Value Problem
1102,1102,Blunting Damocles' Sword: A Longitudinal Model of Healthcare IT Impact on Malpractice Insurance Premium and Quality of Patient Care
1103,1103,"From Knowing It to ""Getting It"": Envisioning Practices in Computer Games Development"
1104,1104,Do Recommender Systems Manipulate Consumer Preferences? A Study of Anchoring Effects
1105,1105,"Information Technology Competencies, Organizational Agility, and Firm Performance: Enabling and Facilitating Roles"
1106,1106,Product-Oriented Web Technologies and Product Returns: An Exploratory Study
1107,1107,A Real Options Model for Generalized Meta-Staged Projects-Valuing the Migration to SOA
1108,1108,Outsourcing Contracts and Equity Prices
1109,1109,Information Valuation and Confirmation Bias in Virtual Communities: Evidence from Stock Message Boards
1110,1110,Licensing and Competition for Services in Open Source Software
1111,1111,A Dynamic View of the Impact of Network Structure on Technology Adoption: The Case of OSS Development
1112,1112,The Value of Third-Party Assurance Seals in Online Retailing: An Empirical Investigation
1113,1113,Continued Participation in Online Innovation Communities: Does Community Response Matter Equally for Everyone?
1114,1114,The Impact of Intellectual Property Rights Enforcement on Open Source Software Project Success
1115,1115,Business Value of Information Technology: Testing the Interaction Effect of IT and R&D on Tobin's Q
1116,1116,DISCOVERING UNOBSERVED HETEROGENEITY IN STRUCTURAL EQUATION MODELS TO AVERT VALIDITY THREATS
1117,1117,EXPLAINING EMPLOYEE JOB PERFORMANCE: THE ROLE OF ONLINE AND OFFLINE WORKPLACE COMMUNICATION NETWORKS
1118,1118,A DRAMATURGICAL MODEL OF THE PRODUCTION OF PERFORMANCE DATA
1119,1119,WHEN DOES TECHNOLOGY USE ENABLE NETWORK CHANGE IN ORGANIZATIONS? A COMPARATIVE STUDY OF FEATURE USE AND SHARED AFFORDANCES
1120,1120,INTEGRATING SERVICE QUALITY WITH SYSTEM AND INFORMATION QUALITY: AN EMPIRICAL TEST IN THE E-SERVICE CONTEXT
1121,1121,"TECHNOLOGICAL OBJECTS, SOCIAL POSITIONS, AND THE TRANSFORMATIONAL MODEL OF SOCIAL ACTIVITY"
1122,1122,CRITICAL REALISM AND AFFORDANCES: THEORIZING IT-ASSOCIATED ORGANIZATIONAL CHANGE PROCESSES
1123,1123,HOW SHOULD TECHNOLOGY-MEDIATED ORGANIZATIONAL CHANGE BE EXPLAINED? A COMPARISON OF THE CONTRIBUTIONS OF CRITICAL REALISM AND ACTIVITY THEORY
1124,1124,METHODOLOGICAL IMPLICATIONS OF CRITICAL REALISM FOR MIXED-METHODS RESEARCH
1125,1125,THE BROADER CONTEXT FOR ICT4D PROJECTS: A MORPHOGENETIC ANALYSIS
1126,1126,THE GENERATIVE MECHANISMS OF DIGITAL INFRASTRUCTURE EVOLUTION
1127,1127,CAUSAL EXPLANATION IN THE COORDINATING PROCESS: A CRITICAL REALIST CASE STUDY OF FEDERATED IT GOVERNANCE STRUCTURES
1128,1128,EXPLAINING BROADBAND ADOPTION IN RURAL AUSTRALIA: MODES OF REFLEXIVITY AND THE MORPHOGENETIC APPROACH
1129,1129,Firm Strategy and the Internet in US Commercial Banking
1130,1130,Health-Care Security Strategies for Data Protection and Regulatory Compliance
1131,1131,The Impact of Cloud Computing: Should the IT Department Be Organized as a Cost Center or a Profit Center?
1132,1132,"Channel Capabilities, Product Characteristics, and the Impacts of Mobile Channel Introduction"
1133,1133,The Competitive Business Impact of Using Telemedicine for the Treatment of Patients with Chronic Conditions
1134,1134,Competing with Piracy: A Multichannel Sequential Search Approach
1135,1135,Network Structure and Observational Learning: Evidence from a Location-Based Social Network
1136,1136,How Do Consumer Buzz and Traffic in Social Media Marketing Predict the Value of the Firm?
1137,1137,Consumer Learning and Time-Locked Trials of Software Products
1138,1138,Reducing Buyers' Uncertainty About Taste-Related Product Attributes
1139,1139,An Empirical Examination of the Antecedents and Consequences of Contribution Patterns in Crowd-Funded Markets
1140,1140,All Are Not Equal: An Examination of the Economic Returns to Different Forms of Participation in Open Source Software Communities
1141,1141,"Networks, Social Influence, and the Choice Among Competing Innovations: Insights from Open Source Software Licenses"
1142,1142,An Empirical Analysis of Technical Efficiency: The Role of IT Intensity and Competition
1143,1143,Privacy Concerns and Privacy-Protective Behavior in Synchronous Online Social Interactions
1144,1144,Promotional Marketing or Word-of-Mouth? Evidence from Online Restaurant Reviews
1145,1145,How Is the Mobile Internet Different? Search Costs and Local Activities
1146,1146,From Use to Effective Use: A Representation Theory Perspective
1147,1147,Motivational Differences Across Post-Acceptance Information System Usage Behaviors: An Investigation in the Business Intelligence Systems Context
1148,1148,To Personalize or Not to Personalize Online Purchase Interactions: Implications of Self-Selection by Retailers
1149,1149,Moving from Access to Use of the Information Infrastructure: A Multilevel Sociotechnical Framework
1150,1150,On Risk Management with Information Flows in Business Processes
1151,1151,The Impact and Implications of On-Demand Services on Market Structure
1152,1152,Ascending Combinatorial Auctions with Allocation Constraints: On Game Theoretical and Computational Properties of Generic Pricing Rules
1153,1153,"IT Implementation Contract Design: Analytical and Experimental Investigation of IT Value, Learning, and Contract Structure"
1154,1154,Status Locality on the Web: Implications for Building Focused Collections
1155,1155,Interdependencies in IT Infrastructure Services: Analyzing Service Processes for Optimal Incentive Design
1156,1156,A View from the Top: Integrated Information Delivery and Effective Information Use from the Senior Executive's Perspective
1157,1157,A Contingency Approach to Investigating the Effects of User-System Interaction Modes of Online Decision Aids
1158,1158,POSITIONING AND PRESENTING DESIGN SCIENCE RESEARCH FOR MAXIMUM IMPACT
1159,1159,THE AMBIVALENT ONTOLOGY OF DIGITAL ARTIFACTS
1160,1160,IMPACTFUL RESEARCH ON TRANSFORMATIONAL INFORMATION TECHNOLOGY: AN OPPORTUNITY TO INFORM NEW AUDIENCES
1161,1161,WHEN FILLING THE WAIT MAKES IT FEEL LONGER: A PARADIGM SHIFT PERSPECTIVE FOR MANAGING ONLINE DELAY
1162,1162,COMMUNITY INTELLIGENCE AND SOCIAL MEDIA SERVICES: A RUMOR THEORETIC ANALYSIS OF TWEETS DURING SOCIAL CRISES
1163,1163,KNOWING WHAT A USER LIKES: A DESIGN SCIENCE APPROACH TO INTERFACES THAT AUTOMATICALLY ADAPT TO CULTURE
1164,1164,THE IMPACT OF SHAPING ON KNOWLEDGE REUSE FOR ORGANIZATIONAL IMPROVEMENT WITH WIKIS
1165,1165,DIGITAL BUSINESS STRATEGY: TOWARD A NEXT GENERATION OF INSIGHTS
1166,1166,INFORMATION TECHNOLOGY AND BUSINESS-LEVEL STRATEGY: TOWARD AN INTEGRATED THEORETICAL PERSPECTIVE
1167,1167,HOW A FIRM'S COMPETITIVE ENVIRONMENT AND DIGITAL STRATEGIC POSTURE INFLUENCE DIGITAL BUSINESS STRATEGY
1168,1168,DESIGN CAPITAL AND DESIGN MOVES: THE LOGIC OF DIGITAL BUSINESS STRATEGY
1169,1169,LEVERAGING DIGITAL TECHNOLOGIES: HOW INFORMATION QUALITY LEADS TO LOCALIZED CAPABILITIES AND CUSTOMER SERVICE PERFORMANCE
1170,1170,CONTENT OR COMMUNITY? A DIGITAL BUSINESS STRATEGY FOR CONTENT PROVIDERS IN THE SOCIAL AGE
1171,1171,DIGITAL BUSINESS STRATEGY AND VALUE CREATION: FRAMING THE DYNAMIC CYCLE OF CONTROL POINTS
1172,1172,TRANSPARENCY STRATEGY: COMPETING WITH INFORMATION IN A DIGITAL WORLD
1173,1173,REVEALING YOUR HAND: CAVEATS IN IMPLEMENTING DIGITAL BUSINESS STRATEGY
1174,1174,The Effect of Social Capital of the Relationship Between the CIO and Top Management Team on Firm Performance
1175,1175,Sustainability of a Firm's Reputation for Information Technology Capability: The Role of Senior IT Executives
1176,1176,Information Technology and Productivity in Developed and Developing Countries
1177,1177,"Managing Interdependent Information Security Risks: Cyberinsurance, Managed Security Services, and Risk Pooling Arrangements"
1178,1178,The Drivers in the Use of Online Whistle-Blowing Reporting Systems
1179,1179,The Impact of Influence Tactics in Information System Development Projects: A Control-Loss Perspective
1180,1180,Service-Oriented Methodology for Systems Development
1181,1181,A Test of Two Models of Value Creation in Virtual Communities
1182,1182,Credibility of Anonymous Online Product Reviews: A Language Expectancy Perspective
1183,1183,Risk Mitigation in Supply Chain Digitization: System Modularity and Information Technology Governance
1184,1184,The Association Between the Disclosure and the Realization of Information Security Risk Factors
1185,1185,Breaking the Ice in B2C Relationships: Understanding Pre-Adoption E-Commerce Attraction
1186,1186,Digital Divide Initiative Success in Developing Countries: A Longitudinal Field Study in a Village in India
1187,1187,Governance of Interorganizational Information Systems: A Resource Dependence Perspective
1188,1188,Ensuring Employees' IT Compliance: Carrot or Stick?
1189,1189,Contracting Information Security in the Presence of Double Moral Hazard
1190,1190,"The Effects of Diversity in Global, Distributed Collectives: A Study of Open Source Project Success"
1191,1191,The Framing Effects of Multipart Pricing on Consumer Purchasing Behavior of Customized Information Good Bundles
1192,1192,Multicommunicating: Juggling Multiple Conversations in the Workplace
1193,1193,Sequential Pricing of Multiple Products: Leveraging Revealed Preferences of Retail Customers Online and with Auto-ID Technologies
1194,1194,Efficiency with Linear Prices? A Game-Theoretical and Computational Analysis of the Combinatorial Clock Auction
1195,1195,Pricing of Wireless Services: Service Pricing vs. Traffic Pricing
1196,1196,Fighting Fire with Fire: Commercial Piracy and the Role of File Sharing on Copyright Protection Policy for Digital Goods
1197,1197,An Investigation of the Appropriation of Technology-Mediated Training Methods Incorporating Enactive and Collaborative Learning
